CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
50055123,CHIPOTLE MEXCIAN GRILL # 2760,Queens,2614,JACKSON AVE,11101
41202725,DUNKIN',Queens,7520,37 AVENUE,11372
50061234,NEW ERA RESTAURANT & LOUNGE,Brooklyn,366,UTICA AVENUE,11213
40616509,MONTY Q'S,Brooklyn,158,MONTAGUE STREET,11201
41446051,STAYBRIDGE SUITES,Manhattan,340,WEST   40 STREET,10018
50060947,CHEFS CLUB COUNTER,Manhattan,62,SPRING STREET,10012
50057143,GASOLINE ALLEY COFFEE,Manhattan,24,EAST   23 STREET,10010
50082784,YOUGARDEN XIAO LONG BAO,Queens,4107,BELL BLVD,11361
50090498,OCHI JERK PLACE,Queens,126-14,MERRICK BOULEVARD,11434
50075173,SOBOL STATEN ISLAND,Staten Island,480,FOREST AVENUE,10310
40659758,ROTI BOTI RESTAURANT,Queens,27-09,21 STREET,11102
50105542,BAKER''S PIZZA,Manhattan,201,AVENUE A,10009
50105854,De Jamaican Place,Queens,20305,HOLLIS AVE,11412
50089836,FRESCO Y RAPIDO,Bronx,128,EAST  174 STREET,10457
50053069,CONVENE 237 PARK,Manhattan,237,PARK AVE,10017
50106300,Lusom Food,Queens,1,NEW YORK TIMES PLZ,11357
41472439,SAINT ANSELM,Brooklyn,355,METROPOLITAN AVENUE,11211
41026438,"DUNKIN', BASKIN ROBBINS",Queens,7007,MYRTLE AVENUE,11385
50068989,MCDONALD'S,Brooklyn,1275,FULTON STREET,11216
41047999,THE BLARNEY STONE PUB & RESTAURANT,Manhattan,410,8 AVENUE,10001
50000935,CHECKERS,Brooklyn,797,PENNSYLVANIA AVENUE,11207
41678996,FLAVAS INTERNATIONAL GRILL,Bronx,854,GERARD AVENUE,10451
41468119,NANSEN LODGE SOCIAL CLUB,Staten Island,3441,VICTORY BOULEVARD,10314
50060464,WIKIWIKI,Brooklyn,445,ALBEE SQUARE,11201
41441462,DUNKIN',Queens,10962,FRANCIS LEWIS BOULEVARD,11429
41719175,BONJOUR CREPES & WINE,Manhattan,1585,2 AVENUE,10028
41681367,JUMBO CHINESE KITCHEN,Queens,113-04,JAMAICA AVENUE,11418
50045564,TO SPITI,Brooklyn,160,HAVEMEYER STREET,11211
50105157,GOLD STAR BEER COUNTER,Brooklyn,340,STERLING PLACE,11238
40635294,BICHEIROS BAR,Queens,9410,JAMAICA AVENUE,11421
40640500,BURGER KING,Manhattan,130,WEST  125 STREET,10027
50013743,EXPRESSWAY BUBBLE TEA & SNACKS,Queens,41-28,MAIN STREET,11355
50042788,Q Q STAR,Brooklyn,9212,4 AVENUE,11209
50005551,NEW FIRST COOK RESTAURANT,Brooklyn,2305,STILLWELL AVENUE,11223
41394237,GOLDEN CITY CHINESE RESTAURANT,Manhattan,423,9 AVENUE,10001
50105344,GOTHAM NEWS,Queens,1,MAIN TERMINAL,
50008575,SHANGHAI ASIAN CUISINE,Manhattan,14A,ELIZABETH STREET,10013
41645410,L AND Z BAKERY,Brooklyn,2472,86 STREET,11214
50047125,OAXACA TAQUERIA,Manhattan,1198,1 AVENUE,10065
41195691,F & J PINE RESTAURANT,Bronx,1913,BRONXDALE AVENUE,10462
50086534,MOO Thai Food,Queens,8120,BROADWAY,11373
50083796,MASAKE,Brooklyn,1704,AVENUE M,11230
50100083,GYRO QILA,Brooklyn,3019,MERMAID AVENUE,11224
41672745,MANDARIN WOK II,Bronx,1232,EAST GUN HILL ROAD,10469
41473669,DUNKIN',Bronx,5987,BROADWAY,10471
50073336,ARRIVALS EATERY,Queens,1,JFK INTL AIRPORT BLVD,11430
50094225,FANCY BUFFET HAITIAN RESTAURANT,Brooklyn,1053,FLATBUSH AVENUE,11226
50103722,ONCE MORE THAI,Manhattan,6,CLINTON STREET,10002
50032691,KONDO JAPANESE RESTAURANT,Queens,2913,BROADWAY,11106
40591271,101 DELI,Queens,100-16,ROCKAWAY BEACH BOULEVARD,11694
50080371,NISH NUSH,Manhattan,19,CLEVELAND PLACE,10012
40609705,BARIOS PIZZA & RESTAURANT,Staten Island,446,NOME AVENUE,10314
41047349,JENNIFER CAFE,Manhattan,67,1 AVENUE,10003
50057488,THREE BROTHERS BAR,Brooklyn,4910,3 AVENUE,11220
50048297,CAFE GOURMET,Brooklyn,9,HANOVER PLACE,11201
50091496,CLINTON ST BAKING COMPANY,Brooklyn,55,WATER STREET,11201
50104121,CAFE PRI,Brooklyn,258,SCHAEFER STREET,11237
50059578,EXCELLENT DUMPLING HOUSE,Manhattan,165,WEST   23 STREET,10011
50064404,SAMURICE,Manhattan,261,CANAL STREET,10013
41707090,SARABETH'S,Manhattan,381,PARK AVENUE SOUTH,10016
41543893,SONNIER & CASTLE FOOD,Manhattan,532,WEST   46 STREET,10036
50042551,NEW GREAT WALL,Brooklyn,2932,AVENUE X,11235
41694146,HU KITCHEN,Manhattan,78,5 AVENUE,10011
41125267,EL PILON BAKERY,Queens,46-19,QUEENS BOULEVARD,11104
40686372,WENDY'S,Brooklyn,505,UTICA AVENUE,11203
40515448,FREDDIE & PEPPER'S PIZZA,Manhattan,303,AMSTERDAM AVENUE,10023
41564598,QUETZAL RESTAURANT & BAKERY,Brooklyn,6420,17 AVENUE,11204
41233156,FLAVORS,Manhattan,27,WHITEHALL STREET,10004
50106108,NY PIZZA,Queens,8308,37TH AVE,11372
50072375,NORA THAI,Brooklyn,176,NORTH    9 STREET,11211
41158964,PHO VIET-NAM RESTAURANT,Brooklyn,1243,AVENUE U,11229
41366152,DUNKIN',Bronx,3804,BOSTON ROAD,10475
50033097,SOFITEL NEW YORK,Manhattan,45,WEST   44 STREET,10036
50003364,KURENT EVENTS,Brooklyn,305,THROOP AVENUE,11206
50077417,VIETSPOT,Manhattan,200,CHURCH STREET,10013
40752494,APPLEBEE'S,Bronx,2276,BARTOW AVENUE,10475
41254531,LE BARRICOU,Brooklyn,533,GRAND STREET,11211
50044749,DUNKIN',Manhattan,100,CHAMBERS STREET,10007
50080621,ILUSION TAVERN,Queens,10507,NORTHERN BLVD,11368
41410066,LOCKSMITH WINE & BURGER BAR,Manhattan,4463,BROADWAY,10040
50087039,BAR CULACCINO,Manhattan,235,WEST   56 STREET,10019
41429907,MARIO'S DELI,Brooklyn,262,NASSAU AVENUE,11222
50083653,CHELSEA MUSIC HALL,Manhattan,75,9 AVENUE,10011
50105734,,Manhattan,1395,2 AVENUE,10021
41430526,CARVEL ICE CREAM store #2513,Queens,10720,ATLANTIC AVENUE,11416
40393051,FRIEND'S TAVERN,Queens,7811,ROOSEVELT AVENUE,11372
50049739,CITI FIELD GOYA NACHOS & BURRITOS STAND 414,Queens,126TH ST &,ROOSEVELT AVE,
50086825,ZAM ZAM HALAL,Bronx,633,EAST  169 STREET,10456
40859658,KIMCHEE KOREAN RESTAURANT,Brooklyn,9324,3 AVENUE,11209
40958354,DELMAR PIZZERIA,Brooklyn,1668,SHEEPSHEAD BAY ROAD,11235
41167732,GRIN AFRICAN AMERICAN RESTAURANT,Bronx,454,EAST  168 STREET,10456
40961549,POPEYES,Brooklyn,722,FLATBUSH AVENUE,11225
50037998,YOSWEETS,Brooklyn,8410,5 AVENUE,11209
41216519,ZARO'S BREAD BASKET,Manhattan,501,7 AVENUE,10018
40756088,TRES CORONAS BAR,Queens,53-23,ROOSEVELT AVENUE,11377
41324451,TASTE & SEE,Queens,90-40,160 STREET,11432
50099527,G & S,Bronx,4386,WHITE PLAINS ROAD,10466
50089410,TERIYAKI 365,Queens,42-02,NORTHERN BOULEVARD,11101
40614573,PITKIN CARIBBEAN BAKERY,Brooklyn,1728,PITKIN AVENUE,11212
50066913,RESTAURANT DELICES DES SAVEURS,Bronx,624,MORRIS AVENUE,10451
50075946,EM STAR CAFE,Manhattan,19,DIVISION STREET,10002
50043509,5 NAPKIN,Manhattan,1325,2 AVENUE,10021
50089731,BIBBLE & SIP,Manhattan,174,HESTER STREET,10013
50084765,SHANGHAI DUMPLING,Manhattan,100,MOTT STREET,10013
41633999,BROTHER'S RESTAURANT,Bronx,993,MORRIS AVENUE,10456
50090976,NOM WAH,Manhattan,10,KENMARE ST AKA 168 BOWERY,10012
50069597,NATHANIEL'S BAKERY,Queens,2004,UTOPIA PKWY,11357
50054132,FORDHAM POD EXPRESS AT KEATING HALL,Bronx,441,EAST FORDHAM ROAD,10458
50065126,FIRENZE RISTORANTE,Manhattan,1555,2 AVENUE,10028
50105471,the empanada spot williamsburg,Brooklyn,346,GRAHAM AVENUE,11211
50073156,BORU BORU,Manhattan,774,AMSTERDAM AVENUE,10025
50094739,DELICIAS DEL ATLANTICO SEA FOOD RESTAURANT,Bronx,1439,EDWARD L GRANT HIGHWAY,10452
50106439,GERMAIN RESTAURANT,Brooklyn,1210,FLATBUSH AVENUE,11226
50016968,AGED,Queens,10702,70TH RD,11375
50098400,BAGEL CLUB,Queens,20816,CROSS ISLAND PKWY,11360
41038249,DOMAND'S ITALIAN GOURMET DELI & CATERERS,Queens,30-29,STRATTON STREET,11354
50094561,GRAIN TEA YOGURT CAFE,Brooklyn,4724,5 AVENUE,11220
50040002,ST. PATRICK'S BAR AND GRILL,Manhattan,22,WEST   46 STREET,10036
50082993,MIAS BAKERY TIMES SQUARE,Manhattan,716,7 AVENUE,10036
50007676,KRUPA GROCERY,Brooklyn,231,PROSPECT PARK WEST,11215
41387108,NEW SHAMA RESTAURANT,Brooklyn,232,NEPTUNE AVENUE,11235
50089258,BENNY'S CAFETERIA,Manhattan,160,CONVENT AVENUE,10031
50084420,THE HIVE,Brooklyn,119,KENT AVENUE,11249
50097136,TEDDYS F&B,Manhattan,2171,2 AVENUE,10029
50089721,ASIAN CHEF,Queens,29-04,172 STREET,11358
40580547,KNAPP ST PIZZA,Brooklyn,2157,KNAPP STREET,11229
50079655,EAST VILLAGE TAVERN / DAY TRIPPER,Manhattan,158,AVENUE C,10009
41543465,Konditori,Brooklyn,186,5 AVENUE,11217
41688146,FUKU,Brooklyn,620,ATLANTIC AVENUE,11217
40512445,BELLA BLU,Manhattan,967,LEXINGTON AVENUE,10021
41653101,MI PEQUENO RANCHITO,Brooklyn,4614,NEW UTRECHT AVENUE,11219
50018800,FRIEDMAN'S,Manhattan,450,10 AVENUE,10018
50068064,TENG DRAGON ON NY,Manhattan,2923,8 AVENUE,10039
40989507,AMC THEATRES,Bronx,2210,BARTOW AVENUE,10475
50099801,THE RINKSIDE & LODGE BAR,Manhattan,42,WEST   42 STREET,10036
41573739,CREPERIE,Manhattan,112,MACDOUGAL STREET,10012
40763786,THE BRAZEN HEAD,Brooklyn,228230,ATLANTIC AVENUE,
50086154,King House CHINESE RESTAURANT,Queens,9121,37TH AVE,11372
50065094,HUB THAI,Manhattan,103,AVENUE A,10009
50098823,THE ORCHARD TOWNHOUSE,Manhattan,242,10 AVENUE,10001
50105489,SEITAN RISING,Brooklyn,2,MORGAN AVENUE,11237
41465611,WING CHANG FOOD HOUSE,Brooklyn,1389,FULTON STREET,11216
50085601,BUTTERMILK BAKESHOP,Brooklyn,260,5 AVENUE,11215
50047922,SUBWAY #47857,Queens,8016,COOPER AVE,11385
50104703,BROOKLYN DINER,Queens,HH4L-332,Terminal B,11371
41671851,MARTHA'S COUNTRY BAKERY,Queens,70-28,AUSTIN STREET,11375
41561233,HA NOI,Brooklyn,448,9 STREET,11215
50037907,BARRILES RESTAURANT AND SPORTS BAR,Queens,,37TH AVE,11372
50100851,FIG AND VINE,Staten Island,511,TOMPKINS AVENUE,10305
41374934,SKINFLINTS RESTAURANT,Brooklyn,7902,5 AVENUE,11209
50078096,PARADISE SWEETS AND BAKERY,Brooklyn,6739,5 AVENUE,11220
50060746,MY PIE PIZZERIA,Manhattan,166,WEST   72 STREET,10023
50060360,VIVI BUBBLE TEA,Manhattan,30,3 AVENUE,10003
41484282,THE PURPLE ROSE BAR,Brooklyn,7217,8 AVENUE,11228
41184697,CHORUS MUSIC STUDIO/ CHORUS KARAOKE LOUNGE BAR,Manhattan,25,WEST   32 STREET,10001
50002416,KONDITORI,Brooklyn,114,SMITH STREET,11201
41537807,LIBERTY DINER,Bronx,2059,WILLIAMSBRIDGE ROAD,10461
50013027,RED MOON,Manhattan,132,WEST   45 STREET,10036
50080370,STANDARD BURGER,Brooklyn,8812,3 AVENUE,11209
40377385,NAPOLI PIZZA,Queens,164-02,69 AVENUE,11365
50096678,ZEN YAI NOODLE BAR,Brooklyn,208,GRAND STREET,11211
50081150,Irie Corner Dumpling Shop,Bronx,3435,BAYCHESTER AVENUE,10469
41266854,ADVENTURES AMUSEMENTS PARK (ice cream/sweets stand),Brooklyn,1824,SHORE PARKWAY,11214
41137336,WAH FUNG 1 FAST FOOD,Manhattan,79,CHRYSTIE STREET,10002
50105085,LA CASITA MEXICANA,Queens,6236,FOREST AVE,11385
50042177,ABDULLAH SWEETS AND RESTAURANT,Brooklyn,91,CHURCH AVENUE,11218
50069662,THE COUPE,Staten Island,379,VAN DUZER STREET,10304
41376798,LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,Bronx,2029,GRAND CONCOURSE,10453
41699217,RANDALL MANOR TAVERN,Staten Island,735,CASTLETON AVENUE,10310
40796794,D & P RESTAURANT & COCKTAIL,Brooklyn,3405,CHURCH AVENUE,11203
41237861,CIPRIANI 42ND STREET,Manhattan,110,EAST   42 STREET,10017
50033167,LA VILLETTA,Manhattan,398,EAST   52 STREET,10022
50035531,DUNKIN' DONUTS,Queens,,JFK INTERNATIONAL AIRPORT,11430
50104766,JUNIOR'S,Queens,1,Central Terminal,
50090322,MIAN KITCHEN,Manhattan,230,PARK AVENUE,10169
50064939,FIT CLUB,Queens,10022,37TH AVE,11368
50073587,CAFE DUKE,Manhattan,300,PARK AVENUE,10022
50060391,THE OX TAVERN,Brooklyn,1301,NEWKIRK AVENUE,11230
50014885,CAMPANIA COAL FIRED PIZZA,Staten Island,3900,RICHMOND AVENUE,10312
50090890,KUNG FU TEA,Brooklyn,8625,5 AVENUE,11209
50074754,AFGHAN CHAI KHANA,Queens,2310,31ST ST,11105
50007162,TINA  RESTAURANT,Bronx,2350,WASHINGTON AVENUE,10458
50069583,PHO BEST,Queens,42-35,MAIN STREET,11355
40510439,LA ISLA RESTAURANT,Manhattan,1883,THIRD AVENUE,10029
50100322,APPLE GARDEN,Queens,10855,GUY R BREWER BLVD,11433
50105421,MOGE TEE,Manhattan,69,COOPER SQUARE,10003
50101328,TBAAR,Brooklyn,1323B,AVENUE U,
50091517,LE BOTANISTE,Manhattan,666,3 AVENUE,10017
50033996,MR. ZENG,Queens,11402,LIBERTY AVE,11419
50100974,FARMER'S FRIDGE - RABOBANK,Manhattan,245,PARK AVENUE,10167
50106182,EXPRESS EATS,Queens,4209,69TH ST,11377
50098023,UJ'S PIZZERIA,Queens,16568A,BAISLEY BLVD,11434
40587915,GINO'S PIZZERIA,Queens,158-46,CROSSBAY BOULEVARD,11414
50078033,FONTENOVA TAPAS,Bronx,216,WEST  242 STREET,10471
50087032,NAIDRE'S CAFE & BAKERY,Brooklyn,384,7 AVENUE,11215
50062888,KATZS DELICATESSEN (DEKALB MARKET),Brooklyn,445,GOLD ST,11201
40383511,BRANDY'S PIANO BAR,Manhattan,235,EAST   84 STREET,10028
40561340,SUGAR BAR,Manhattan,254,WEST   72 STREET,10023
50098857,G & G AMERICAN GRILL,Staten Island,891,MANOR ROAD,10314
50070293,BEAN'S & LAGER,Queens,3301,36TH AVE,11106
50105268,Lhasativetan Restaurant,Manhattan,177,1 AVENUE,10003
50106329,THE LITTLE BEET,Manhattan,125,PARK AVE,10017
50072929,BLUE RIBBON FRIED CHICKEN,Manhattan,749,9 AVENUE,10019
41476602,PARIS BAGUETTE,Queens,15624,NORTHERN BOULEVARD,11354
50070949,OCEANIC BOIL,Queens,8420,37TH AVE,11372
50072043,MCDONALDS 14520,Bronx,724,EAST  241 STREET,10470
50104478,VILLAGE CREPERIE,Manhattan,445,EAST    9 STREET,10009
50035766,SMASHBURGER,Manhattan,10,WEST   33 STREET,10001
50014272,CAFE 55,Manhattan,55,WATER STREET,10041
50084763,FLAMING GRILL & SUPREME BUFFET,Staten Island,1501,FOREST AVENUE,10302
50008739,DIG INN SEASONAL MARKET,Manhattan,225,LIBERTY STREET,10280
50000256,CHAMPAGNE BAR AND ROSE CLUB,Manhattan,768,FIFTH AVE,10019
50037770,OASIS RESTAURANT & BAR,Bronx,4653,WHITE PLAINS ROAD,10470
50044978,EVENT LEVEL CLUB (DELTA SKY 360 BAR) BA5075,Manhattan,4,PENN PLZ,10121
41666383,BOCCA DI BACCO,Manhattan,167,9 AVENUE,10011
50106345,GENTLE PERCH,Brooklyn,112,GRAHAM AVENUE,11206
50046759,THE GASTRO BAR,Manhattan,345,WEST   35 STREET,10001
50089478,ROOTS THEORY,Queens,22-04,33 STREET,11105
50086940,LA BARRICA BAR & GRILL,Queens,7917,ATLANTIC AVE,11421
41623184,CHARLOTTE PATISSERIE,Brooklyn,596,MANHATTAN AVENUE,11222
50099360,SAVANNA ROOFTOP,Queens,1101,43RD AVE,11101
41468267,ICHI UMI,Manhattan,6,EAST   32 STREET,10016
50097256,NEW YORK TWISTED WINGS,Brooklyn,8604,BAY PARKWAY,11214
40742056,MR. CHOW RESTAURANT,Manhattan,324,EAST   57 STREET,10022
50006045,DREAM CAFE,Queens,25-42,STEINWAY STREET,11103
50105297,,Manhattan,26B,ELIZABETH ST,10013
41135075,FUEL,Brooklyn,1715,SHEEPSHEAD BAY ROAD,11235
50094392,HEAT NOODLE,Queens,136-20,ROOSEVELT AVENUE,11354
41605185,MERMAID SPORTS BAR,Queens,31-06,31 STREET,11106
50105091,GOLDEN BLUE BAR & RESTAURANT,Brooklyn,2172,CLARENDON ROAD,11226
50011499,SOUTH SIDE GOURMET SPANISH AND AMERICAN FOOD,Bronx,241B,NYC TERMINAL MARKET,
41427405,TEE'S CAFE,Queens,220-34,JAMAICA AVENUE,11428
50059470,HOTEL STANFORD,Manhattan,43,WEST   32 STREET,10001
50097856,DUNKIN DONUTS,Manhattan,900,2 AVENUE,10017
50001350,NOMURA CAFE (5TH FL NOMURA CAFE),Manhattan,309,WEST   49 STREET,10019
50086521,SOLLETTO,Queens,2366,STEINWAY ST,11105
40931302,POPEYES,Bronx,2195,GRAND CONCOURSE,10453
50084188,99 CENTS SUPREME PIZZA,Brooklyn,44,WILLOUGHBY STREET,11201
41127243,MAMAJUANA CAFE,Manhattan,247,DYCKMAN STREET,10034
40669474,THE MANSION GRAND,Staten Island,141,MANSION AVENUE,10308
50096088,JAGR,Manhattan,1540,BROADWAY,10036
40376718,PJ BERNSTEIN DELI & RESTAURANT,Manhattan,1215,THIRD AVENUE,10021
40746560,BOWLERO,Queens,6910,34 AVENUE,11377
50070699,Balcon De Quito Restaurant,Queens,666,SENECA AVENUE,11385
50086519,CUENCANITO,Queens,47-61,47 STREET,11377
41475175,CAFE VIA ESPRESSO,Queens,2409,STEINWAY STREET,11103
41452662,THE POINT AFRICAN CARIBBEAN RESTAURANT,Bronx,2037,WEBSTER AVENUE,10457
50080388,EXISTING CONDITIONS,Manhattan,35,WEST    8 STREET,10011
41544844,MANGIA,Manhattan,50,WEST   57 STREET,10019
50009807,VILLA ERASAMO,Queens,69-61,JUNIPER BLVD SOUTH,11379
41642708,SUNDAE SHOP & SNACKS,Bronx,2300,SOUTHERN BOULEVARD,10460
50002110,DUNKIN',Bronx,1930,BARTOW AVENUE,10469
50056889,CHINA DRAGON,Brooklyn,1615,CHURCH AVENUE,11226
50105448,PETES TAVERN,Manhattan,129,EAST   18 STREET,10003
50053883,MCDONALD'S,Queens,59-60,55 ROAD,11378
41235694,STATEN ISLAND DINER,Staten Island,1877,VICTORY BOULEVARD,10314
40850859,STARBUCKS,Manhattan,2529,BROADWAY,10025
50035140,BORDEAUX,Brooklyn,1922,CONEY ISLAND AVENUE,11230
50089237,10TH AVENUE,Manhattan,3795,10 AVENUE,10034
50067775,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Queens,21873,HEMPSTEAD AVE,11429
50089687,GOLDEN DINER,Manhattan,123,MADISON STREET,10002
50067577,Al Bait Baitak,Brooklyn,6916,4 AVENUE,11209
50105398,YANKEE'S 99 CENTS HOT PIZZA,Bronx,52,EAST  161 STREET,10451
50063010,EL BARRIL RESTAURANT,Bronx,414,EAST  138 STREET,10454
50100273,MANNA CATERING,Queens,19220,NORTHERN BLVD,11358
41387356,DUNKIN',Manhattan,3936,10 AVENUE,10034
41038600,LIBERTY PIZZA,Brooklyn,482,MYRTLE AVENUE,11205
40570775,STARBUCKS,Manhattan,48,WEST   73 STREET,10023
41450073,BIG FLEISHIG'S EXPRESS,Brooklyn,5508,16 AVENUE,11204
41380933,INATESSO CAFE CASANO,Manhattan,38,WEST STREET,10006
41521059,WORLD MARKET,Queens,0,LAGUARDIA AIRPORT,11369
41624694,MCDONALD'S,Queens,15940,CROSS BAY BOULEVARD,11414
41102075,MYMOON,Brooklyn,184,NORTH   10 STREET,11211
50106481,LA BAIA,Manhattan,129,WEST   52 STREET,10019
50100018,DON COQUI,Queens,2818,31ST ST,11102
50074096,MARA'S GOURMET ICE CREAM PARLOR & ITALIAN ICES,Queens,9214,ROCKAWAY BEACH BLVD,11693
50100592,FIT DIAMONDS,Queens,8411,JAMAICA AVE,11421
50084743,SUBWAY,Staten Island,1204,VICTORY BOULEVARD,10301
50049007,LENNY'S PIZZERIA,Brooklyn,1046,NOSTRAND AVENUE,11225
50078379,JUICE PRESS,Manhattan,250,MOTT STREET,10012
50000549,ANASSA TAVERNA,Manhattan,200,EAST   60 STREET,10022
50079054,LONG WON,Brooklyn,1845,ROCKAWAY PARKWAY,11236
50057389,CHIPOTLE MEXICAN GRILL #2834,Queens,6135,JUNCTION BLVD,11374
50085069,TRINIDAD ALI'S ROTI SHOP 2,Queens,24604,FRANCIS LEWIS BLVD,11422
50017970,SPICE,Manhattan,975,AMSTERDAM AVENUE,10025
41362447,CIBO EXPRESS GOURMET MARKET,Queens,0,JFK INTL. AIRPORT,11430
50104466,DIVINE ANJU,Brooklyn,2160,FLATBUSH AVENUE,11234
50085889,LIANG PI WANG,Queens,3711,MAIN ST,11354
40611134,CAPRICE,Queens,3108,ASTORIA BOULEVARD,11102
50006106,EPICE CAFE,Manhattan,297,7 AVENUE,10001
41705359,AMERICAN CUT,Manhattan,111,EAST   56 STREET,10022
50036360,HOUSEMAN RESTAURANT,Manhattan,508,GREENWICH STREET,10013
50089264,SNOWDAYS,Manhattan,241,EAST   10 STREET,10003
50073401,OPHELIA,Manhattan,3,MITCHELL PLACE,10017
41643870,"DUNKIN', BASKIN ROBBINS",Queens,9556,QUEENS BOULEVARD,11374
41512842,CHECKERS,Brooklyn,277,BROADWAY,11211
50088582,SABOR HISPANO,Queens,3729,103RD ST,11368
50070670,TANG HOTPOT,Manhattan,135,BOWERY,10002
50094262,STAGE DOOR DELI,Manhattan,26,VESEY STREET,10007
40544528,LE GIGOT,Manhattan,18,CORNELIA STREET,10014
50000024,FALANSAI,Brooklyn,112,HARRISON PLACE,11237
50032994,MILK & PULL,Queens,778,SENECA AVENUE,11385
50032768,La Dinastia Latin-Chinese Cuisine,Manhattan,145,WEST   72 STREET,10023
50106573,EL MIL SABORES,Manhattan,695,9 AVENUE,10036
41593541,HARLEM TAVERN,Manhattan,2153,8 AVENUE,10026
50088052,PATRIZIA OF MASPETH,Queens,6935,GRAND AVE,11378
50070083,WEEKENDS,Brooklyn,155,SOUTH    4 STREET,11211
50104486,,Manhattan,249,EAST   14 STREET,10003
41443646,STARBUCKS,Manhattan,227,WEST   27 STREET,10001
50104006,CORAL BAY CAFE,Staten Island,722,ROCKAWAY STREET,10307
50104832,LOS MISMOS AMIGOS RESTAURANT,Queens,104-11,ROOSEVELT AVENUE,11368
50091108,JD'S SALOON,Queens,208-11,35 AVENUE,11361
50070736,LA BONA PIZZA & PASTA,Brooklyn,2426,PITKIN AVENUE,11208
50089424,THAT SUSHI SPOT,Brooklyn,3004,AVENUE L,11210
50089403,BLACK STAR BAKERY & CAFE,Manhattan,1597,YORK AVENUE,10028
50076302,PAPA JOHNS,Bronx,2241,WESTCHESTER AVENUE,10462
50097332,TASTY  POT,Brooklyn,715,61 STREET,11220
41599164,DEL FRISCO'S GRILLE,Manhattan,60,ROCKEFELLER PLAZA,10020
50059822,THIRD FLOOR CAFE,Manhattan,315,5 AVENUE,10016
50091867,,Brooklyn,2482,PITKIN AVENUE,11208
50089364,US KENNEDY FRIED CHICKEN & PIZZA,Bronx,1761,UNIVERSITY AVENUE,10453
50047854,TAKUMEN,Queens,550,50TH AVE,11101
50060913,AL CHOLO WEST INDIAN BAKERY & HEALTH FOOD STORE,Bronx,3825,WHITE PLAINS ROAD,10467
50048673,ISTRIA SPORT CLUB,Queens,2809,ASTORIA BLVD,11102
50074275,NORDSTROM COFFEE BAR/CLUBHOUSE,Manhattan,235,WEST   57 STREET,10019
50064848,NORIBAR,Brooklyn,326,KINGSTON AVENUE,11213
50044777,"GARDEN MARKET, DUNKIN",Manhattan,4,PENN PLZ,10121
50017936,LUNATICO,Brooklyn,486,HALSEY STREET,11233
50057183,F B G B,Manhattan,770,BROADWAY,10003
50064486,JOE & THE JUICE,Manhattan,993,LEXINGTON AVENUE,10021
50009225,BAR CHUKO,Brooklyn,565,VANDERBILT AVENUE,11238
41069646,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,2521,WEBSTER AVENUE,10458
41094546,PEOPLES CHOICE KITCHEN,Manhattan,2733,8 AVENUE,10039
50088271,KING'S ESPRESSO BAR,Brooklyn,210,KINGS HWY,11223
50079804,BAGELS AND CREAM,Bronx,1728,EASTCHESTER ROAD,10461
50078357,PICK-A-BAGEL,Manhattan,210,EAST   23 STREET,10010
40568953,WENDY'S,Queens,44-16,QUEENS BOULEVARD,11104
50060321,TAMASHII RAMEN,Queens,4736,VERNON BLVD,11101
50070911,SUNDOWN BAR,Queens,6838,FOREST AVE,11385
50060648,WEST WINE BAR,Brooklyn,67,WEST STREET,11222
50103900,ROLO'S,Queens,853,ONDERDONK AVENUE,11385
40750263,ROOM SERVICE KITCHEN,Manhattan,1535,BROADWAY,10036
50067362,UN PLAZA GRILL,Manhattan,845,UNITED NATIONS PLZ,10017
41349736,THE GRISLY PEAR,Manhattan,107,MACDOUGAL STREET,10012
50002019,HOME SWEET HARLEM,Manhattan,1528,AMSTERDAM AVENUE,10031
50008532,CONDE NAST,Manhattan,42,BROADWAY,10004
50088876,WOKS CHINESE CUISINE,Queens,7921,37TH AVE,11372
41674573,5BAR KARAOKE,Manhattan,38,WEST   32 STREET,10001
50048403,METRO COFFEE SHOP,Brooklyn,10110,FOSTER AVENUE,11236
50070740,JORDAN JUICE AND SALAD BAR,Manhattan,4462,BROADWAY,10040
40763376,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,918B,FULTON STREET,11238
50069922,DARK BULLET,Manhattan,154,WEST   72 STREET,10023
50008074,WANGS,Brooklyn,671,UNION STREET,11215
41653102,MARISCO CENTRO SEAFOOD RESTAURANT  & BAR,Bronx,610,EXTERIOR STREET,10451
40376496,MANHATTAN MONSTER,Manhattan,80,GROVE STREET,10014
40637864,PAM'S BAKERY,Brooklyn,4620,CHURCH AVENUE,11203
50048214,SUBWAY,Brooklyn,6801,4 AVENUE,11220
50067502,DUNKIN BASKIN ROBINS,Manhattan,147,EAST  116 STREET,10029
40758772,NEW SUNNY GARDEN RESTAURANT,Queens,17007,JAMAICA AVENUE,11432
50037051,CHECKERS,Brooklyn,1101,RUTLAND ROAD,11212
41633807,MANHATTAN CENTER,Manhattan,311,WEST   34 STREET,10001
41686665,NISH NUSH,Manhattan,88,READE STREET,10013
41365692,DUNKIN',Brooklyn,1243,SURF AVENUE,11224
