CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
41633599,NEW PEKING KITCHEN,Brooklyn,1806,AVENUE M,11230
50106133,,Bronx,728,COURTLANDT AVENUE,10451
41480432,GINO'S PIZZA,Manhattan,81,CATHERINE STREET,10038
41133582,BLUESPOON COFFEE,Manhattan,76,CHAMBERS STREET,10007
50105043,CHIPOTLE MEXICAN GRILL #3544,Manhattan,885,10 AVENUE,10019
50093728,NEW AMSTERDAM BURGER AND BAR,Manhattan,680,COLUMBUS AVENUE,10025
50073759,LA VERA PIZZA,Manhattan,350,3 AVENUE,10010
50080649,TURKO'S GRILL,Brooklyn,110,MOORE STREET,11206
50075332,SONY HALL,Manhattan,235,WEST   46 STREET,10036
40638039,LEGENDS BAR & GRILL,Queens,71-04,35 AVENUE,11372
40513798,SOHO GRAND HOTEL,Manhattan,310,WEST BROADWAY,10013
50106909,,Queens,16129,NORTHERN BLVD,11358
40375699,GENE'S RESTURANT,Manhattan,73,WEST   11 STREET,10011
50095490,JUST PHO,Manhattan,252,WEST   31 STREET,10001
50003246,POTBELLY SANDWICH WORKS,Manhattan,127,FULTON STREET,10038
50053926,HOT N JUICY CRAWFISH,Manhattan,243,WEST   14 STREET,10011
40665052,LA CARRETA RESTAURANT,Brooklyn,407,51 STREET,11220
40761262,CIRCLE IN THE SQUARE THEATRE,Manhattan,1633,BROADWAY,10019
41505687,CHINA KING RESTAURANT,Bronx,1254,CASTLE HILL AVENUE,10462
50079499,SUGAR & WATER NYC,Queens,2914,23RD AVE,11105
50003730,NEW DAVE'S,Queens,185-24,UNION TURNPIKE,11366
50047029,3 BROS 99 CENT PIZZA,Queens,2503,30TH AVE,11102
50098692,CITIZENS OF BLEECKER,Manhattan,155,BLEECKER STREET,10012
40587698,STARBUCKS,Manhattan,540,COLUMBUS AVENUE,10024
40524836,STARBUCKS #847,Manhattan,378,6 AVENUE,10011
40808056,FEI TENG BAKERY,Brooklyn,4007,9 AVENUE,11232
41650801,LA MONTANA BAKERY,Queens,3308,90TH ST,11372
50087778,99C PIZZA,Manhattan,177,EAST HOUSTON STREET,10002
50101773,SHAKE SHACK,Manhattan,1700,BROADWAY,10019
50015096,LA PULPERIA,Manhattan,1626,2 AVENUE,10028
41597918,STEEPLECHASE COFFEE,Brooklyn,3013,FORT HAMILTON PARKWAY,11218
50080877,TEXAS CHICKEN & BURGERS,Queens,8786,PARSONS BLVD,11432
40395110,PRIMA PASTA & CAFE,Queens,161-50,CROSSBAY BOULEVARD,11414
50077824,HARLEM ALE HOUSE,Manhattan,101,WEST  127 STREET,10027
41628876,THE GREEN DOOR,Manhattan,600,WEST   57 STREET,10019
40561234,DOUGLASTON GOLF SNACKS,Queens,6320,MARATHON PARKWAY,11362
50096783,Blue Angel Lounge,Queens,11251,ROOSEVELT AVE,11368
50054749,STARR BAR,Brooklyn,214,STARR STREET,11237
50058549,LITTLE BEAN,Manhattan,111,CENTRAL PARK NORTH,10026
50059827,PATOUG RESTAURANT & CATERING,Queens,220-06,HORACE HARDING EXPRESSWAY,11364
40954549,IMMACULEE BAKERY,Brooklyn,1411,NOSTRAND AVENUE,11226
41300940,COOKIE JAR,Staten Island,1226,FOREST AVENUE,10310
50005133,LOT 45,Brooklyn,411,TROUTMAN STREET,11237
40388269,WHITE CASTLE,Bronx,3663,BOSTON ROAD,10466
50015884,TERMINAL ONE,Staten Island,323,SAND LANE,10305
50066484,VR WORLD,Manhattan,4,EAST   34 STREET,10016
50074650,CUMIN INDIAN CUISINE,Bronx,3549,JOHNSON AVENUE,10463
41476127,TERROIR TRIBECA,Manhattan,24,HARRISON STREET,10013
41622842,RUBI ROSA RESTAURANT & BAR,Queens,84-07,NORTHERN BOULEVARD,11372
41560827,CIRCLE LINE BROOKLYN,Manhattan,0,WEST 42 STREET,
50044582,LOVE BAKERY & CAFE,Queens,3213,JUNCTION BLVD,11369
50103013,HONG KONG CHINESE CUISINE,Brooklyn,5204,8 AVENUE,11220
50079143,L'WREN,Brooklyn,4004,5 AVENUE,11232
50049999,REAZON CAFE & LOUNGE,Brooklyn,1897,CONEY ISLAND AVENUE,11230
40799206,THE PARK,Manhattan,118122,10 AVENUE,
41659905,TWIST IT TOP IT FROZEN YOGURT,Queens,15818,CROSSBAY BOULEVARD,11414
50080632,PHILIPPINE FAMOUS,Queens,8330,PARSONS BLVD,11432
41547604,FENG'S GARDEN,Queens,110-54,QUEENS BOULEVARD,11375
41290574,STARBUCKS,Manhattan,482,WEST BROADWAY,10012
41345371,"DUNKIN', BASKIN ROBBINS",Queens,11420,SUTPHIN BOULEVARD,11434
50056821,GALAXY,Manhattan,125,WEST   55 STREET,10019
50057443,VERITABLE,Manhattan,1201,2 AVENUE,10065
50092346,WASHINGTON COMMONS,Brooklyn,434,PARK PLACE,11238
50096308,NANBEI FOOD,Queens,136-20,ROOSEVELT AVENUE,11354
50066834,VOULA RESTAURANT,Manhattan,9,JONES STREET,10014
50017295,EL PALO BAR RESTAURANT,Queens,38-12,104 STREET,11368
41606730,DELTA SKY CLUB,Queens,52,JFK INT AIRPORT,11430
41209994,ALL STAR PIZZA,Staten Island,694,ARTHUR KILL ROAD,10308
50089562,,Brooklyn,513,CONEY ISLAND AVENUE,11218
50047345,DIRTY PRECIOUS,Brooklyn,317,3 AVENUE,11215
50076155,OXOMOCO,Brooklyn,128,GREENPOINT AVENUE,11222
50099656,LULU DUTCH POT RESTAURANT,Bronx,839,BURKE AVENUE,10467
41711133,KAJITSU,Manhattan,125,EAST   39 STREET,10016
41692461,SUBWAY,Staten Island,329,SAND LANE,10305
50000449,T.G.I. FRIDAY'S,Manhattan,147,WEST   46 STREET,10036
50081476,800° Woodfired Kitchen,Manhattan,1,EAST   33 STREET,10016
41568107,TAPPO,Manhattan,49,WEST   24 STREET,10010
41381168,SPUNTO,Manhattan,65,CARMINE STREET,10014
41634837,ST MARKS KARAOKE,Manhattan,6,ST MARKS PLACE,10003
50008942,VIVI BUBBLE TEA,Brooklyn,5924,8TH AVE,11220
50099876,99 CENTS FRESH PIZZA,Manhattan,388,AVENUE OF THE AMERICAS,10011
50102966,KIDS TOWN PLAY SPACE,Brooklyn,278A,6 STREET,11215
40661290,AL DI LA,Brooklyn,248,5 AVENUE,11215
50066436,LIVE HEALTHY JUICE BAR,Manhattan,2372,AMSTERDAM AVENUE,10033
50093816,DOWN THE ROAD,Manhattan,683,9 AVENUE,10036
50080309,DUNKIN',Brooklyn,893,MANHATTAN AVENUE,11222
50095851,YUQI'S THAI CUISINE,Manhattan,813,9 AVENUE,10019
40654198,DUNKIN',Bronx,1780,EAST GUNHILL ROAD,10469
50104970,TITO'S BBQ STATION,Manhattan,348,LENOX AVENUE,10027
50098077,,Manhattan,42,BROADWAY,10004
50004166,UNION PIZZA WORKS,Brooklyn,423,TROUTMAN STREET,11237
41279817,MOTHER'S,Brooklyn,347,GRAHAM AVENUE,11211
50083618,SUPOKE BAR,Manhattan,68,WEST   39 STREET,10018
50104835,Miss Jasmine's Caribbean kitchen,Queens,227-05,MERRICK BOULEVARD,11413
41541674,IHOP,Brooklyn,11000,FLATLANDS AVENUE,11207
50004464,MAMA'S EMPANADAS,Queens,85-05,NORTHERN BOULEVARD,11372
50041809,KENNEDY FRIED CHICKEN,Queens,10220,37TH AVE,11368
50068045,CURRY LEAF,Staten Island,19,CORSON AVENUE,10301
50079589,THE DYNAMITE SHOP,Brooklyn,487,7 AVENUE,11215
41541793,SOPHIE'S CUBAN CUISINE,Manhattan,21,WEST   45 STREET,10036
50084691,PELICANA CHICKEN,Brooklyn,1,GREENE AVENUE,11238
50077405,MARIE BLACHERE,Manhattan,303,6 AVENUE,10014
50101530,LITTLE GEORGIA,Brooklyn,3089,BRIGHTON    6 STREET,11235
50007909,CLOVER CLUB,Brooklyn,210,SMITH STREET,11201
50050253,JONES DAY CAFE & COFFEE BAR,Manhattan,250,VESEY STREET,10281
50075575,TETE A TETE,Brooklyn,2601,EAST   14 STREET,11235
50045322,LUCKY LEE,Brooklyn,8023,FLATLANDS AVENUE,11236
50083498,ATWOOD,Manhattan,986,2 AVENUE,10022
50016820,JIMBO'S,Manhattan,284,LENOX AVENUE,10027
41224979,SABAY THAI,Queens,75-19,BROADWAY,11373
50084492,CLAW DADDY'S,Brooklyn,515,ATLANTIC AVENUE,11217
50057896,MADISON CAFE,Bronx,126,EAST BURNSIDE AVENUE,10453
40798773,PASIONES SPORTS-BAR,Queens,40-04,69 STREET,11377
50099423,MAYHEM SMOKEHOUSE,Manhattan,42,WEST   42 STREET,10036
50002563,BLUESTONE LANE COFFEE,Manhattan,30,BROAD STREET,10004
50072965,PAPAS CHICKEN,Brooklyn,622,CHESTER STREET,11212
50069152,MAYAHUEL,Manhattan,304,EAST    6 STREET,10003
50062493,PINK CANARY DESSERTS,Queens,1311,JACKSON AVE,11101
41365576,DIG INN,Manhattan,275,MADISON AVENUE,10016
40582335,THE VILLAGE LANTERN,Manhattan,167,BLEECKER STREET,10012
41583421,BREAD & TULIPS,Manhattan,365,PARK AVENUE SOUTH,10016
41322772,NANO BILLIARD CAFE,Bronx,185,EAST  167 STREET,10456
50066505,ROSAMARIA GELATERIA,Queens,2392,27TH ST,11105
50100091,PAPA CHICKEN 2,Queens,90-28,43 AVENUE,11373
41152216,PAPAYA DOG,Manhattan,239,1 AVENUE,10003
50099626,I MILKY,Manhattan,992,6 AVENUE,10018
50062438,L.A. SWEETSNY,Manhattan,192,LENOX AVENUE,10026
50100157,THE STACKERY,Manhattan,42,WEST   42 STREET,10036
50102385,THE PINEAPPLE CLUB,Manhattan,509,EAST    6 STREET,10009
50037622,TEPACHE,Brooklyn,361,HALSEY STREET,11216
50087908,Kennedy Fried Chicken,Queens,13604,NORTHERN BLVD,11354
50068251,ICE CREAM HOUSE ON AVE M,Brooklyn,1725,AVENUE M,11230
50105211,Little River,Manhattan,440,EAST   29 STREET,10016
50009615,HIBACHI MASTER,Brooklyn,8512,5 AVENUE,11209
50094171,TENG DRAGON CHINESE RESTAURANT,Manhattan,1516,AMSTERDAM AVENUE,10031
50065428,KINGS KTV KARAOKE,Brooklyn,820,39 STREET,11232
41055817,BLAKE BAKERY & TAKE OUT FOOD,Brooklyn,1681,NOSTRAND AVENUE,11226
40368291,COLONNADE DINER,Staten Island,2001,HYLAN BOULEVARD,10306
50101381,LAS CARRETAS LATINAS,Queens,4008,HAMPTON ST,11373
50102777,DOMI,Manhattan,261,CANAL STREET,10013
50049466,SWEETS BY CHLOE,Manhattan,185,BLEECKER STREET,10012
50088160,WORLD'S FAIR MARINA RESTAURANT & BANQUET,Queens,1,WORLDS FAIR MARINA,11368
40512403,CHINA CHALET,Manhattan,47,BROADWAY,10006
41271417,SOUTH OF FRANCE,Bronx,1800,WESTCHESTER AVENUE,10472
50106213,CHI KEUNG  CHAN,Manhattan,103,MOTT STREET,10013
50065325,TASTE OF CHINA,Queens,45-01,BROADWAY,11103
41689822,PIG AND KHAO,Manhattan,68,CLINTON STREET,10002
50093945,L.Q. PALACE (KTV KARAOKE),Queens,4116,FULLER PL,11355
50086357,KUNG FU TEA & TKK FRIED CHICKEN,Manhattan,115,EAST   23 STREET,10010
50090224,18 LOUNGE KTV,Brooklyn,8732,18 AVENUE,11214
50100456,DOSA DELIGHT,Queens,35-66,73 STREET,11372
50085976,SPICY EMPIRE,Queens,14710,45TH AVE,11355
40424515,PASTICCERIA LA TORRE,Queens,158-12,CROSSBAY BOULEVARD,11414
41259249,"DUNKIN', BASKIN ROBBINS",Manhattan,1880,3 AVENUE,10029
41297930,THE HORNY RAM,Manhattan,951,2 AVENUE,10022
40689838,SMOKE,Manhattan,2751,BROADWAY,10025
50044930,CAFE DELECTICA,Manhattan,564,3 AVENUE,10016
50079781,THE MAXWELL,Manhattan,541,LEXINGTON AVENUE,10022
41643866,DUNKIN',Queens,88-01,QUEENS BOULEVARD,11373
50067558,POPEYES,Brooklyn,3442,NOSTRAND AVENUE,11229
50081318,K-SHOW,Queens,136-20,38 AVENUE,11354
50065291,JIMBO SLIMS,Brooklyn,524,GRAHAM AVENUE,11222
50098576,1 DOZEN,Brooklyn,493,7 AVENUE,11215
50095714,OCTOBER,Manhattan,384,BROOME STREET,10013
50085676,MOHAMMODIA RESTAURANT & BAKERY,Brooklyn,1075A,LIBERTY AVENUE,11208
50106416,CALLIE'S,Queens,410,BEACH  129 STREET,11694
50018312,RETRO BLENDS SMOOTHIE BAR,Bronx,3524,3 AVENUE,10456
50017760,PETER PAN DONUT & PASTRY SHOP,Brooklyn,727,MANHATTAN AVENUE,11222
50087900,ALEGRIA BAR & RESTAURANT,Brooklyn,266,SUYDAM STREET,11237
50106669,EASTON'S,Manhattan,975,2 AVENUE,10022
41390818,NAPOLI PIZZA & PASTA,Queens,33-02,35 AVENUE,11106
50014033,HAPPY KITCHEN INC,Queens,215-29,JAMAICA AVENUE,11428
50078301,DAIZEN,Brooklyn,768,57 STREET,11220
41075909,NEW GOLDEN CHOPSTICK CHINESE RESTAURANT,Queens,87-20,LEFFERTS BOULEVARD,11418
50068854,BAGEL CORNER,Bronx,581,WEST  235 STREET,10463
50033540,% SHAO BIN ZHENG,Staten Island,1445,RICHMOND AVENUE,10314
50037128,VEGGIES,Brooklyn,785,FRANKLIN AVENUE,11238
41162842,A&A GOURMET,Queens,188-09,UNION TURNPIKE,11366
41124515,GIARDINO D'ORO,Manhattan,5,GOLD STREET,10038
50075895,TEAS ME DEAR,Queens,39-01,MAIN STREET,11354
50004262,HALAL HUT FRIED CHICKEN & PIZZA,Bronx,2280,BATHGATE AVENUE,10457
41722933,NO. 1 CHINESE RESTAURANT,Brooklyn,1011,BEDFORD AVENUE,11205
50039368,GOOD NIGHT SONNY,Manhattan,134,1 AVENUE,10009
50081533,MELODY LANES,Brooklyn,461,37 STREET,11232
50056677,STARBUCKS COFFEE COMPANY,Manhattan,969,1 AVENUE,10022
50044782,Garden Market/Jean Georges Simply Chicken,Manhattan,4,PENN PLZ,10121
50041912,NEW ONE CHINESE RESTAURANT,Brooklyn,6320,11 AVENUE,11219
50033595,BLACK TAP,Manhattan,529,BROOME STREET,10013
50050508,MI-NE SUSHI TOTOYA,Manhattan,496,6 AVENUE,10011
50099170,OMAR'S,Manhattan,302,BROOME STREET,10002
41715402,PICCOLA CUCINA,Manhattan,196,SPRING STREET,10012
40815185,CONSTANTINES DELI,Queens,205-10,48 AVENUE,11364
50087447,KINGS BOX,Queens,3341,FRANCIS LEWIS BLVD,11358
50086967,Kennedy Fried Chicken,Bronx,1029,EAST  167 STREET,10459
50088371,ARTHUR'S TAVERN,Manhattan,57,GROVE STREET,10014
41567090,SHOGA-SUSHI & OYSTER BAR,Manhattan,1698,2 AVENUE,10128
50009089,NEW DRAGON RESTAURANT,Brooklyn,47,NORTH OXFORD STREET,11205
50075006,TAIM,Manhattan,570,LEXINGTON AVENUE,10022
50085250,NINOS AQ,Queens,3501,DITMARS BLVD,11105
50018441,VIVA MIS EMPANADAS,Queens,13311,CROSSBAY BLVD,11417
50089281,CHAMA MAMA,Manhattan,149,WEST   14 STREET,10011
50010838,RAINBOW ROOM,Manhattan,30,ROCKEFELLER PLAZA,10112
50038737,LISSETT OMAR,Bronx,392,EAST  149 STREET,10455
50098290,CATCH STEAKHOUSE,Manhattan,88,9 AVENUE,10011
41217325,TACO VELOZ,Queens,96-06,ROOSEVELT AVENUE,11368
50018532,ARTICHOKE BASILLE'S PIZZA,Queens,2256,31ST ST,11105
40873635,HE CHEROKEE DELI RESTAURANT,Brooklyn,1626,BROADWAY,11207
50104150,SHOWTIME BAR & LOUNGE,Queens,11912,101ST AVE,11419
50105827,CROWN FRIED CHICKEN,Queens,9002,CORONA AVE,11373
50086996,OBAAPA AFRICAN & CARIBBEAN RESTAURANT,Bronx,2364,JEROME AVENUE,10468
50091565,CALEXICO,Manhattan,99,2 AVENUE,10003
41591436,RESORTS WORLD CASINO GROUND LEVEL ( EMPLOYEE DINING),Queens,110-00,ROCKAWAY BOULEVARD,11420
40396521,TEE DEE'S TAVERN,Queens,64-31,COOPER AVENUE,11385
50036210,BAKEWELL BAKERY & RESTAURANT,Queens,127-08,LIBERTY AVENUE,11419
50072378,DELICIOUS MEI WEI RESTAURANT,Brooklyn,765,EAST   82 STREET,11236
50066715,JOE'S PIZZA,Manhattan,1435,BROADWAY,10018
50105770,BLUE SAKI BY P&S BAKERY,Brooklyn,793,UTICA AVENUE,11203
50044054,SYNDICATED,Brooklyn,46,BOGART STREET,11206
50106751,PITA YEERO,Manhattan,570,LEXINGTON AVENUE,10022
40424709,THE CAKE CHEF,Staten Island,957,JEWETT AVENUE,10314
50058157,EL SAZON DE OLGA RESTAURANT,Bronx,1017,CASTLE HILL AVENUE,10472
50088927,LUM DEE THAI CUISINE,Brooklyn,218,COLUMBIA STREET,11231
50085164,PRINCI,Manhattan,1633,BROADWAY,10019
50038055,GREAT WALL SHI'S RESTAURANT,Manhattan,527-9,LENOX AVE,10037
50017154,HAAT BAZAAR,Queens,3711,73RD ST,11372
50081145,FRANK MAC'S PUB,Manhattan,425,AMSTERDAM AVENUE,10024
40662196,LUCIEN RESTAURAUNT,Manhattan,14,1 AVENUE,10009
50105360,,Manhattan,445,PARK AVENUE,10022
40364443,CRIMINAL COURT BLDG CAFETERIA,Manhattan,100,CENTRE STREET,10013
50070439,PAPA JOHN'S PIZZA,Bronx,868,EAST TREMONT AVENUE,10460
50034637,WOLFETONE'S IRISH PUB & KITCHEN,Manhattan,37,EAST   29 STREET,10016
40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,200-02,NORTHERN BOULEVARD,11361
50105974,ROMAINE EMPIRE,Manhattan,114,WEST   41 STREET,10036
50105081,FARMER'S FRIDGE,Bronx,4422,3 AVENUE,10457
41315709,MARTHAS COUNTRY BAKERY,Queens,3621,DITMARS BOULEVARD,11105
50051888,WINGSTOP,Staten Island,1756,FOREST AVENUE,10303
50013718,DUNKIN',Bronx,1776,EASTCHESTER RD,10461
50105795,THE ROOFTOP BAR AT THE ROCKAWAY HOTEL,Queens,10810,ROCKAWAY BEACH DR,11694
41644027,THE KATI ROLL COMPANY,Manhattan,229,EAST   53 STREET,10022
50054231,CAFE INTEGRAL,Manhattan,149,ELIZABETH STREET,10012
41576658,GREAT WALL CHINESE RESTAURANT,Bronx,1533,WATSON AVENUE,10472
50105450,,Queens,11603,METROPOLITAN AVE,11418
50057655,SILVER PALACE CHINESE RESTAURANT,Manhattan,3846,BROADWAY,10032
50083022,ZHEN WEI FANG,Manhattan,207,BOWERY,10002
40398434,CURRY IN A HURRY,Manhattan,119,LEXINGTON AVENUE,10016
50017418,CARITA FELIZ,Brooklyn,218,STOCKHOLM STREET,11237
50004130,AVENUE P APPETIZER,Brooklyn,466,AVENUE P,11223
41026496,RUBY'S & LITTLE RUBY'S,Manhattan,219,MULBERRY STREET,10012
41206524,CHOICE MARKET,Brooklyn,318,LAFAYETTE AVENUE,11238
50068378,HOT AND JUICY CRAWFISH,Queens,3636,PRINCE ST,11354
41012338,SLAINTE,Manhattan,304,BOWERY,10012
50086732,AGRA PALACE,Queens,116-33,QUEENS BOULEVARD,11375
41379322,ARRIBA ARRIBA,Queens,40-15,QUEENS BOULEVARD,11104
50037651,SABOR TROPICAL,Manhattan,143,SHERMAN AVENUE,10034
50059700,RED POKE,Manhattan,600,9 AVENUE,10036
50106490,Hailey & Hannah's Lunch Runners,Queens,27111,UNION TPKE,11040
40585860,N.Y. LIFE EXECUTIVE DINING ROOM .,Manhattan,51,MADISON AVENUE,10010
50090419,Mr. Chicken and Mrs. Tea,Queens,15029,CROSSBAY BLVD,11417
41349905,NEW ASIAN RESTAURANT,Queens,41-24,162 STREET,11358
40814430,BAD BOYS PIZZA,Brooklyn,2313,86 STREET,11214
40402231,THE TRIPLE CROWN,Manhattan,330,7 AVENUE,10001
50085433,QUANTUM LEAP,Manhattan,1103,1 AVENUE,10065
50078318,TACO DUMBO,Manhattan,56,SPRING STREET,10012
50073634,MINT PORCH,Brooklyn,2184,CLARENDON ROAD,11226
50077480,YANG KEE'S NO.1 CHINESE KITCHEN,Queens,7501,101ST AVE,11416
50032966,DUNKIN',Manhattan,625,8 AVENUE,10018
50099145,MAX BRENNER,Manhattan,42,WEST   42 STREET,10036
50004311,KFC,Brooklyn,1615,UTICA AVENUE,11234
41065354,KPMG CAFE,Manhattan,345,PARK AVENUE,10154
40368034,ROADHOUSE RESTAURANT,Staten Island,1402,CLOVE ROAD,10301
50107013,STARBUCKS COFFEE COMPANY,Queens,10801,QUEENS BLVD,11375
41207137,GREGORY'S 26 CORNER TAVERNA,Queens,26-02,23 AVENUE,11105
41696660,CITIZENS OF GRAMERCY,Manhattan,362,2 AVENUE,10010
50059435,GARDEN GRILL & BAR,Manhattan,63,WEST   35 STREET,10001
50105599,Double Dragon,Bronx,182,EAST  166 STREET,10456
40665730,GRAND HAVANA ROOM,Manhattan,666,5 AVENUE,10103
50107045,ROSE RODRIGUEZ,Manhattan,5025,BROADWAY,10034
50071207,VIOLETTE'S CELLAR,Staten Island,2271,HYLAN BOULEVARD,10306
41110462,J & R PIZZERIA NO. 2,Staten Island,133,MCCLEAN AVENUE,10305
50075666,NO 1 CHINESE RESTAURANT,Bronx,3706,THIRD AVENUE,10456
50001637,YOLANDA RESTAURANT,Brooklyn,188,JAMAICA AVENUE,11207
40746628,ORIGINAL VEGETARIAN RESTAURANT,Brooklyn,752,NOSTRAND AVENUE,11216
50058239,HEIGHTS FALAFEL,Brooklyn,78,HENRY STREET,11201
41521287,WEST NEW MALAYSIA RESTAURANT,Manhattan,4648,BOWERY,
41387014,MALAY BAKERY,Brooklyn,6919,NEW UTRECHT AVENUE,11228
50038412,TWIN SISTER PAN,Brooklyn,6319,8TH AVE,11220
50071604,LIVELY,Brooklyn,396,7 AVENUE,11215
41473975,MANHATTAN MOVEMENT & ARTS CENTER,Manhattan,248,WEST   60 STREET,10023
50060964,AUNTIE ANNE'S,Queens,4028,COLLEGE POINT BLVD,11354
50074801,OUTRO,Manhattan,816,BROADWAY,10003
50048348,SIDE PARK CAFE,Manhattan,1230,5 AVENUE,10029
50014605,MORELOS DELI & FRUIT,Staten Island,6,CEBRA AVENUE,10301
50074075,KOTEN'S CARRIBEAN & AMERICAN RESTAURANT,Staten Island,537,PORT RICHMOND AVENUE,10302
50064131,CAFE 1 OF A KIND,Queens,255-13,NORTHERN BOULEVARD,11362
50105962,MOON THAI,Bronx,438,WEST  238 STREET,10463
50066229,UTHAI,Queens,6355,WETHEROLE ST,11374
50105309,,Brooklyn,1571,BROADWAY,11207
50103282,,Manhattan,212,EAST   42 STREET,10017
50097018,EQX ROCKEFELLER CAFE,Manhattan,45,ROCKEFELLER PLAZA,10111
50081117,PANCHO'S SPORT COFFEE SHOP,Bronx,1368,CROMWELL AVENUE,10452
50015984,SHUKO,Manhattan,47,EAST   12 STREET,10003
40654847,SHOWMAN'S CAFE,Manhattan,375,WEST  125 STREET,10027
41641604,IRVING FARM,Manhattan,224,WEST   79 STREET,10024
41464440,COLLEGE POINT DINER,Queens,14-32,COLLEGE POINT BOULEVARD,11356
50000741,CEMITAS PUEBLA RESTAURANT,Bronx,679,ALLERTON AVENUE,10467
41681106,CRISTINA DELI,Queens,1237,150TH ST,11357
41215423,POPEYES,Brooklyn,80,COURT STREET,11201
40822611,HOMESTRETCH BAR,Brooklyn,214,KINGS HIGHWAY,11223
50034110,PAPA JOHN'S,Queens,3548,31ST ST,11106
50078731,MCDONALD'S,Queens,5404,MYRTLE AVE,11385
50073806,MAMBI STEAKHOUSE,Manhattan,4181,BROADWAY,10033
50082677,WOO SOHO,Manhattan,206,SPRING STREET,10012
50033431,LEBRON RESTAURANT,Brooklyn,1567A,PITKIN AVENUE,11212
41656934,DINING HALL @ JOHN JAY (MBJ FOOD SERVICES),Manhattan,524,WEST   59 STREET,10019
50039333,AUNTIE ANNE'S PRETZELS,Staten Island,2655,RICHMOND AVENUE,10314
50044345,DUNKIN',Manhattan,321,BROADWAY,10007
40814139,STARBUCKS,Manhattan,1102,1 AVENUE,10065
50003770,FULEEN SEAFOOD RESTAURANT,Manhattan,11,DIVISION STREET,10002
50083734,CRUMBS&COFFEE,Brooklyn,423,5 AVENUE,11215
50092168,CUPCAKE ME!,Bronx,169,EINSTEIN LOOP,10475
50005183,COCO & CRU/SWEETWATER SOCIAL,Manhattan,643,BROADWAY,10012
41346103,LA MAISON DU MACARON,Manhattan,132,WEST   23 STREET,10011
50071901,FRANK'S BAY PIZZA,Staten Island,200,CANAL STREET,10304
41646610,MURETTE'S,Brooklyn,4618,AVENUE N,11234
50051111,LESSINGS- BULOVA CORPORATE CENTER,Queens,7520,ASTORIA BLVD,11370
50047152,SECTION 5 PIZZA,Bronx,133,EINSTEIN LOOP,10475
50004803,RAMEN THUKPA,Manhattan,70,7 AVENUE SOUTH,10014
50087175,GREEN BLEND,Manhattan,387,8 AVENUE,10001
41533994,ULTIMATE BAKERY,Brooklyn,1248,FLATBUSH AVENUE,11226
50081395,GOLDEN PALACE,Queens,4120,DELONG ST,11355
50096373,RUSTIC TABLE SHUK,Manhattan,88,ESSEX STREET,10002
40568945,WENDY'S,Queens,13841,JAMAICA AVENUE,11435
50093957,VAGO,Manhattan,495,3 AVENUE,10016
50088778,Sergimmo Salumeria,Queens,15039,14TH AVE,11357
50088645,JMG RESTAURANT & BAKERY,Brooklyn,2787,ATLANTIC AVENUE,11207
50014375,WING HING SEAFOOD RESTAURANT,Brooklyn,1217,AVENUE U,11229
40946403,STARBUCKS,Staten Island,468,FOREST AVENUE,10310
41233172,CAFE K-2,Queens,7319,37 ROAD,11372
50039561,UNCLE LUO YANG,Manhattan,928,AMSTERDAM AVENUE,10025
50099116,COFFEE BREAK,Brooklyn,419,BEDFORD AVENUE,11211
40399279,POMODORO RISTORANTE,Manhattan,229,COLUMBUS AVENUE,10023
50073862,JOE & THE JUICE HUDSON ST,Manhattan,549,HUDSON STREET,10014
50099452,IL FORNO BAKERY,Bronx,521,FAILE STREET,10474
50103216,O.E.C BUN & RAMEN,Manhattan,34,LEXINGTON AVENUE,10010
50015195,KUMO JAPANESE RESTAURANT,Queens,37-18,DITMARS BOULEVARD,11105
41622776,CAFE AKA,Manhattan,330,EAST   56 STREET,10022
50106262,Post Factum,Brooklyn,262,IRVING AVENUE,11237
40716092,TRIBECA PARK CAFE,Manhattan,1,WALKER STREET,10013
50084430,THAI V EXPRESS,Manhattan,203,EAST   26 STREET,10010
50054864,MCBEANS RESTAURANT,Brooklyn,1501,FLATBUSH AVENUE,11210
41023695,MCDONALD'S,Queens,119-05,LIBERTY AVENUE,11419
50081585,OSLO COFFEE ROASTERS,Manhattan,236,WEST   10 STREET,10014
50068847,52ND SUSHI,Queens,52-21,ROOSEVELT AVENUE,11377
50017241,6B,Manhattan,60,EAST   42 STREET,10165
50073546,GENERAL DEB'S,Brooklyn,24,IRVING AVENUE,11237
50057456,KENNEDY FRIED CHICKEN,Brooklyn,1429,NOSTRAND AVENUE,11226
50040516,FORMOSA CAFE,Brooklyn,5323,7 AVENUE,11220
41470208,FINANCIER PATISSERIE,Manhattan,15,VANDERBILT AVENUE,10017
50006129,DUNKIN',Brooklyn,250,PROSPECT PARK WEST,11215
41128245,EL VALLE RESTAURANT,Bronx,2448,JEROME AVENUE,10468
50055386,GRAMERCY FARMER & THE FISH,Manhattan,247A,PARK AVENUE SOUTH,10003
41112530,ATRIUM CINEMAS,Staten Island,680,ARTHUR KILL ROAD,10308
50095776,LA TUNA MEXICAN RESTAURANT,Brooklyn,557,KINGS HIGHWAY,11223
50094858,METRO PIZZA,Staten Island,1218,FOREST AVENUE,10310
50053469,POPEYES,Queens,13344,WHITESTONE EXPY,11354
